fold,model,feature,standardized_coefficient
origin_2023_04,regime_aware_logit,current_interest_rate,0.5762596130371094
origin_2023_04,regime_aware_logit,credit_score_missing,-0.07120649516582489
origin_2023_04,regime_aware_logit,mi_percent_missing,0.0
origin_2023_04,regime_aware_logit,number_of_units_missing,0.0
origin_2023_04,regime_aware_logit,original_cltv_missing,-0.15084363520145416
origin_2023_04,regime_aware_logit,original_dti_missing,-0.05894232541322708
origin_2023_04,regime_aware_logit,original_ltv_missing,-1.3742293119430542
origin_2023_04,regime_aware_logit,number_of_borrowers_missing,0.0
origin_2023_04,regime_aware_logit,current_delinquency_months,0.11533660441637039
origin_2023_04,regime_aware_logit,current_30_dpd,0.10201781243085861
origin_2023_04,regime_aware_logit,current_60_dpd,0.10042794048786163
origin_2023_04,regime_aware_logit,recent_30_dpd_3m,0.1290731281042099
origin_2023_04,regime_aware_logit,recent_60_dpd_3m,0.04300646111369133
origin_2023_04,regime_aware_logit,ever_30_dpd,0.1990445852279663
origin_2023_04,regime_aware_logit,ever_60_dpd,-0.03606513887643814
origin_2023_04,regime_aware_logit,months_since_30_dpd,-0.403805136680603
origin_2023_04,regime_aware_logit,months_since_60_dpd,0.0533992238342762
origin_2023_04,regime_aware_logit,delinquent_30_months_3m,-0.10059241205453873
origin_2023_04,regime_aware_logit,delinquent_30_months_6m,0.02282985858619213
origin_2023_04,regime_aware_logit,delinquent_30_months_12m,0.053492285311222076
origin_2023_04,regime_aware_logit,delinquent_60_months_3m,-0.028953421860933304
origin_2023_04,regime_aware_logit,delinquent_60_months_6m,0.03647257760167122
